MemberId,TotalLobbiesOpened,TotalPlayerCount,TotalDataUsageMB,TotalPlayTimeMinutes,AvgPlayTimeMinutes,DaysActive,UniqueIPs,AvgLobbiesPerDay,AvgPlayersPerDay,AvgDataPerDayMB
mem_cmg5irsly00yi0xomcu2ohbxn9c8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmg8at7cf01pj0sprgb8yfsp4f28,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmg93zpdg02k00soj2f0t0xwa951,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmg9l6on600oy0srm7euycvr2de9,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmga468ry022y0so3d5eahw3w967,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgc3p37401620sode1ikg6iof61,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgcgv25f01k00tq655s41ynlcb5,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgf4zmhy00qz0rrw1z9y1bzhcc1,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmggkin0m01bg0soncmqf5y8z019,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgi2h4ik004o0sqz6k355euoe75,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgi39k6r02rh0ss024lqhskkd55,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgl1tdxg0afm0sq44phv09q7bc7,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgmauij50e920sq4cz4nbi9307f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgmwvn1700b50sragbpeglh0281,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgngsns900ge0tragg7kg56w3fd,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgphi04c0r850sr903me7q3ed17,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgr03toi08wd0ss72nwsb4cl0ed,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgriooky00gl0swx30augd9wccb,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgucvgwb00fh0rrq07t51lm03b0,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmgxoyvbm006x0sn538secrwyfc4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh0ec3of00490tn52yqzhxm149d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh128beb019s0tnaf401fcba8c4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh1xy1h90co20tn84orj9iva0d1,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh28eu69025g0sp1h9dth9n1d52,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh38wwim03ll0smtc8xj7yzg27e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh3p6y8w07a10snhf0ji6e2p5ff,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh4dj8n707az0rmxfqjefkdve85,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh4uobk40cp30spdcabxf9zyd6e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh5hmo0m0cl40rmxfmblbmg45cd,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh8eh4su09yu0snxdmwl4dcq46c,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh953kvg0s1h0slr1r3l3naaf76,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh9faaum03yi0spd3kea17173d7,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmh9h2oza032x0snx2n117z6cc59,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmha0afs105p40snx4ypc7myu406,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhan4zmq018n0slo3o5oh116ee6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhasosig000i0sro8pwx4o8167d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhb0xjti00ka0sqb59pt4flv0af,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhb85pmh01ni0tqe86kt9di4fe9,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhb9br5t01t50sqb7xmldtpme90,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhc06vw703x90slj7fwqf3n439f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhcciqk600710sq03gb081nd75b,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhcpzy8101uq0so3ab8d89s1553,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhcs361j024n0som9xmdgelh69c,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhda3sx303lb0sok6ujqgbus25e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhdfp6yp047r0sok8pqlfuesb6b,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhem59zn01ur0snbef7m6u7d332,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmheq4t41025l0snb1acqd0co3c6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhgdqfc205n70slch3m0555bf80,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhh0ubxl097v0smlc1lte4kif95,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhho5ip30bhj0sq1akon98nf044,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhhtb0ti0c9f0sq1egoq5da1b4e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhiy12cp0k4l0sq13l2g6rclc77,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhl6h9zc010a0skygz186s6f67b,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhl7619r01a30tit4bg8ctr35ce,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhlxxa7n0fjg0rkjds0bge8b0bb,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhme2gau02od0sth6vq253tn935,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhmt99n407b70sqaayfhacip107,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhmx5peo08610robbhxqbyiz9da,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhp154w70sls0srq48juea0b00e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhrut4vn1e560srf4mgz3y3idb0,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmht2dt0703210ssx1op521yd98a,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhtcgm7d06340snbdd70hutlc87,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhtsk9k60bcb0sps4l4k20gd6fa,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhu5v8id0dp60sta8glg85yj67b,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhuch5qb0exf0ss45ws8dfyv503,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhufy9nl0fcb0snb67nw22uj0cf,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhup6m960hmc0snb2kp0dvwhf20,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhuz82rx0kce0ssx97u6bzct957,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhv0504s0km40ss458an9zkh49b,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhv3bb1b0lch0spsbbeieffb435,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhvb37y80nih0ssx0det58hlab8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhvge23k0o7z0spselr320l558b,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhw2sp4g0sky0snbajivgxp89a4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhw5z6jl0tk50ss4csu14ozg735,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhxb21ii12yo0stacov1g51x197,0,0,0.0000,0.00,0.00,27,4,0.00,0.00,0.0000
mem_cmhzhzuke1mrl0snbdyms961z390,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmhzxpmht0fgh0ss41ulxhhoy200,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmi21yzzi02hn0srkcyykhzls113,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmi2ygh0h08zw0ssdf6cofqd32ae,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmi53asc10udq0sti6h9hcv4ccbc,0,1,0.0000,0.03,0.02,30,4,0.00,0.03,0.0000
mem_cmi5scb8j0zyk0tt2hakk0may770,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmi6wn97q1co10srk6f7samogab8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmi6xu2nz1d040sti0mz95fia430,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmi7iaesh1gwb0tt274x5d2m7bdb,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmi7mgeu91ik10triak0vg74q4f6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmi89bwhg061r0srfa9om75b48b6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmi8nrmnw09ba0rn5a9tte6ys6e7,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmiagyeh908k30rosdt5kb65of9f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmic4jiio0lzy0sk5cw90bm8b88d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmicbni010njj0sogarhu86y82ad,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmif77ars1f7f0soy6dl5fn2a5d0,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmikbg4452ca70rob1dc3hgcr5f8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmikcueqm2cab0roshxjtdz70152,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmiltllev2ktb0soy6ipnhk2l744,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmin9vphd2vt30rob79age20e5e1,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmio6ku1k06yl0srd7ayh22482c7,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmiq4e4kf0b350sof9nkbf3rrf47,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmiqmqwti0gfk0sqn7ffma1vda8f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmiqqdqz80gvf0sq9e7tkc7a536f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmisdkn8n0twg0sqnhhcx9dfe21a,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmiuu4jvr1bhx0sq9288530gl17c,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmiw8wsph1iw70sofcm655aidf85,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmiymreg6064q0ssld6pfhaqtfc5,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmiysyaxy07sx0ss58hve0k3g340,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmizkjrgb0ddf0ssldbvchqms421,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmizwl0p70f7v0ssvc71da03c1d8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmj05hqoa0h670sry3rkifb6s9a4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmj2f36rf03oe0soed11l33mu79a,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmj7mbqc301070sql46iq6i1v55e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmj8z2y1u01nv0sq63f5gdf2q0f6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmj9vtkqn08ji0toh08xs9by1740,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmja7ykl0012l0slvb4gpeui4989,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmjaznyv504jd0sqogq4cddw6c4b,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmjc3nois041c0so64t2w2m8zf09,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmjhi4s020a5l0sri8gpt0tbc6d1,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmjhu925m028t0soi0u17aruh745,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmjjlrqxe0e2l0sof1xpn5vm6cd7,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmjk4kco606bl0sng7v2z08uc198,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmjlg97bs03u00sqsdhyngijied6,0,2,0.0140,0.48,0.02,30,4,0.00,0.07,0.0005
mem_cmjlkw6h004d30srod7hne4j4b89,0,0,0.0000,0.00,0.00,8,4,0.00,0.00,0.0000
mem_cmjmtxyqv0au10sqs5wthdl1d114,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmjr647tv0tva0sqs35sh2taq4ab,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmjry4f8510eb0srx5i9e7zjue96,0,1,0.0000,0.03,0.02,30,4,0.00,0.03,0.0000
mem_sb_cmhezfizu030b0snhdh55fu0t,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_sb_cmhue5enj0eww0ssx26e06j0u,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm523q50l08540tul5dqt4en16c6,0,0,0.0000,0.00,0.00,30,1,0.00,0.00,0.0000
mem_cmk1wp9551g820sml0yqog1a965d,0,0,0.0000,0.00,0.00,24,4,0.00,0.00,0.0000
mem_cmk3226vh00bp0sob9rpp5gz6ee9,0,0,0.0000,0.00,0.00,23,4,0.00,0.00,0.0000
mem_cmjlkw6h004d30srod7hne4j4a85,0,1,0.0000,0.02,0.01,22,4,0.00,0.05,0.0000
mem_cmk3wnw4006y60snt7urd6n8o8d0,0,0,0.0000,0.00,0.00,22,4,0.00,0.00,0.0000
mem_cmk5cmm4h0jj50sob589k8diz481,0,0,0.0000,0.00,0.00,21,4,0.00,0.00,0.0000
mem_cmkhcp1ch1hvb0ssafkf30ojsc13,0,0,0.0000,0.00,0.00,13,4,0.00,0.00,0.0000
mem_cmkiuqrct1qso0sqjgd53197ddad,0,0,0.0000,0.00,0.00,12,4,0.00,0.00,0.0000
mem_cmkko0bad20q70sr6fu9a1azl0c5,0,8,0.0000,21.30,0.31,10,4,0.00,0.80,0.0000
mem_cmg1jefpc007c0wmxa0ondrb75cd,0,0,0.0000,0.00,0.00,7,4,0.00,0.00,0.0000
mem_cmkp9a1mm38p20sr67akwcj9653b,0,10,0.0000,1.12,0.02,7,4,0.00,1.43,0.0000
mem_cmhxb21ii12yo0stacov1g51x341,0,0,0.0000,0.00,0.00,4,4,0.00,0.00,0.0000
mem_cmktvkx0s43q10stqcuyu9l9x81f,0,0,0.0000,0.00,0.00,4,4,0.00,0.00,0.0000
